"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L32651","InverterTest","com.thinkaurelius.titan.hadoop.formats.InverterTest","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\formats\InverterTest.java","23","1","52","2","0.9875","1","4","2","0.866667","0.928571","26","26","2","1","1","4","0","0","0","0","2","0.333333","0.0967742","3","3","1","2","0.0967742","3","0","0","0","0","0","28","30","0","0","0","0","2","0","2","0","2","18","0","2","0","28","30","0","0","0","0","2","0","2","0","2","18","0","2","0","0","0","25","0","20","0","0","0","0","17","0","1","0","0","0","0","0","0","7","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L31536","TitanOutputFormatTest","com.thinkaurelius.titan.hadoop.formats.TitanOutputFormatTest","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\formats\TitanOutputFormatTest.java","39","1","534","2","0.0819027","2","5","5","0.114919","0.101744","57","35","17","2","2","39","5","2","0","0","29","0.2","0.186224","73","40","3","12","0.17506","73","1","1","2","2","1","319","471","5","11","3","9","29","0","14","3","44","235","1","29","3","344","496","5","11","3","9","34","0","19","3","49","245","1","34","3","0","0","100","61","112","0","0","2","0","23","0","1","0","0","0","0","0","5","70","0","0","0","0","0","106","0","0","0","0","0","0","0","0","0","0","0","6","0","15","12","33","0","0"
"L32717","VertexQueryFilterTest","com.thinkaurelius.titan.hadoop.formats.VertexQueryFilterTest","L31402","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\formats\VertexQueryFilterTest.java","20","1","102","2","0","0","0","0","0","0","0","0","5","2","2","10","1","0","0","0","5","0.166667","0.0384615","3","3","1","5","0.0384615","3","1","1","0","0","1","75","83","2","2","0","0","5","0","5","0","20","58","1","20","0","75","83","2","2","0","0","5","0","5","0","20","58","1","20","0","0","0","16","22","26","0","0","0","0","0","0","1","0","0","0","0","0","0","13","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","19","0","0"
"L32780","HadoopPipeline$State","com.thinkaurelius.titan.hadoop.HadoopPipeline$State","L32771","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\HadoopPipeline.java","104","5","194","6","0","0","0","0","0","0","0","0","11","1","1","25","0","1","0","0","15","0","0","0","0","0","16","0","0","0","0","0","0","0","74","91","6","3","6","3","15","0","15","1","15","36","0","15","1","74","91","6","3","6","3","15","0","15","1","15","36","0","15","1","0","0","35","8","20","0","0","17","0","0","0","1","0","0","0","0","0","2","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","8","0","0"
"L33010","HDFSTools","com.thinkaurelius.titan.hadoop.hdfs.HDFSTools","L33001","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\hdfs\HDFSTools.java","24","1","121","2","0","0","0","0","0","0","0","0","3","3","3","23","0","0","0","0","7","0.285714","0.102273","9","9","2","5","0.102273","9","0","0","0","0","0","79","98","5","3","5","3","7","0","6","0","7","49","0","6","0","79","98","5","3","5","3","7","0","6","0","7","49","0","6","0","0","0","16","19","24","0","1","15","0","0","0","1","0","0","4","0","0","4","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0"
"L33044","NoFilter","com.thinkaurelius.titan.hadoop.hdfs.NoFilter","L33001","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\hdfs\NoFilter.java","9","1","20","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2","0.333333","0.25","3","3","1","2","0.25","3","0","0","0","0","0","9","12","1","0","1","0","2","0","2","0","2","2","0","2","0","9","12","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","6","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"L33052","NoSideEffectFilter","com.thinkaurelius.titan.hadoop.hdfs.NoSideEffectFilter","L33001","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\hdfs\NoSideEffectFilter.java","12","1","30","2","0","0","0","0","0","0","0","0","2","2","2","4","0","0","0","0","2","0.333333","0.157895","3","3","1","2","0.157895","3","0","0","0","0","0","16","19","1","0","1","0","2","0","2","0","2","6","0","2","0","16","19","1","0","1","0","2","0","2","0","2","6","0","2","0","0","0","8","3","3","0","0","1","0","0","0","1","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0"
"L33060","NoUnderscoreFilter","com.thinkaurelius.titan.hadoop.hdfs.NoUnderscoreFilter","L33001","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\hdfs\NoUnderscoreFilter.java","9","1","20","2","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2","0.333333","0.25","3","3","1","2","0.25","3","0","0","0","0","0","9","12","1","0","1","0","2","0","2","0","2","2","0","2","0","9","12","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","6","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"L33068","TextFileLineIterator","com.thinkaurelius.titan.hadoop.hdfs.TextFileLineIterator","L33001","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\hdfs\TextFileLineIterator.java","22","1","101","2","0","0","0","0","0","0","0","0","3","3","3","17","0","0","0","0","6","0.166667","0.0410959","3","3","1","5","0.0410959","3","0","0","0","0","0","70","80","7","1","7","1","6","0","5","0","6","39","0","5","0","70","80","7","1","7","1","6","0","5","0","6","39","0","5","0","0","0","17","12","15","0","0","9","0","0","0","1","0","0","0","0","0","5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","10","0","0"
"L33094","HDFSToolsTest","com.thinkaurelius.titan.hadoop.hdfs.HDFSToolsTest","L33001","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\hdfs\HDFSToolsTest.java","16","1","41","2","0","0","0","0","0","0","0","0","2","1","1","3","1","0","0","0","2","0.666667","0.269231","7","7","2","1","0.269231","7","1","1","0","0","1","19","26","2","2","0","0","2","0","2","0","17","12","1","17","0","19","26","2","2","0","0","2","0","2","0","17","12","1","17","0","0","0","6","7","3","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","6","0","0"
"L33133","Holder$Comparator","com.thinkaurelius.titan.hadoop.Holder$Comparator","L31573","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\Holder.java","95","5","119","6","0","0","0","0","0","0","0","0","2","1","1","6","0","0","0","0","3","0","0.130435","3","0","0","4","0.130435","3","0","0","0","0","0","20","25","0","0","0","0","3","0","3","0","3","7","0","3","0","20","25","0","0","0","0","3","0","3","0","3","7","0","3","0","0","0","9","0","3","0","0","1","0","0","0","1","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"L29591","AbstractHadoopCompiler","com.thinkaurelius.titan.hadoop.mapreduce.AbstractHadoopCompiler","L33156","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\mapreduce\AbstractHadoopCompiler.java","37","1","242","2","0","0","0","0","0","0","0","0","3","3","3","29","3","2","0","0","7","0","0.188235","32","0","0","3","0.188235","32","1","2","2","2","2","138","206","6","4","4","3","7","0","2","0","16","93","1","11","1","138","206","6","4","4","3","7","0","2","0","16","93","1","11","1","0","1","22","24","6","0","1","4","0","0","0","1","0","1","0","0","0","3","15","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","1","21","0","0"
"L33430","IdentityMap","com.thinkaurelius.titan.hadoop.mapreduce.IdentityMap","L33156","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\mapreduce\IdentityMap.java","21","1","67","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0.5","0.375","3","3","1","1","0.075","3","0","0","0","0","0","5","8","0","0","0","0","1","0","1","0","1","1","0","1","0","37","47","7","0","6","0","2","6","2","0","3","18","6","2","0","0","0","11","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","2","0","0"
"L34528","HadoopCompilerTest","com.thinkaurelius.titan.hadoop.mapreduce.HadoopCompilerTest","L33156","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\mapreduce\HadoopCompilerTest.java","8","1","109","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0.5","0.959596","95","3","1","1","0.959596","95","0","0","0","0","0","4","102","0","0","0","0","1","0","1","0","1","0","0","1","0","4","102","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L34531","IdentityMapTest","com.thinkaurelius.titan.hadoop.mapreduce.IdentityMapTest","L33156","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\mapreduce\IdentityMapTest.java","22","1","81","2","0.74463","1","6","2","0.6","0.666667","36","32","2","2","2","7","1","0","0","0","3","0.25","0.0588235","3","3","1","3","0.0588235","3","1","1","0","0","1","48","60","3","2","1","0","3","0","3","1","18","35","1","18","1","48","60","3","2","1","0","3","0","3","1","18","35","1","18","1","0","0","31","4","25","0","0","0","0","19","0","1","0","0","1","0","0","0","9","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0"
"L34537","MemoryMapperTest","com.thinkaurelius.titan.hadoop.mapreduce.MemoryMapperTest","L33156","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\mapreduce\MemoryMapperTest.java","8","1","16","2","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0.5","0.272727","3","3","1","1","0.272727","3","1","1","0","0","1","8","9","2","2","0","0","1","0","1","0","16","4","1","16","0","8","9","2","2","0","0","1","0","1","0","16","4","1","16","0","0","0","5","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0"
"L34158","StandardFaunusEdge$MicroEdge","com.thinkaurelius.titan.hadoop.StandardFaunusEdge$MicroEdge","L30652","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\StandardFaunusEdge.java","172","5","184","6","0","0","0","0","0","0","0","0","1","0","0","2","1","1","0","0","2","0","0","0","0","0","3","0","0","1","1","0","0","1","10","13","3","1","2","0","2","0","2","0","6","2","0","6","0","10","13","3","1","2","0","2","0","2","0","6","2","0","6","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"L35052","WeightedWritable$Comparator","com.thinkaurelius.titan.hadoop.WeightedWritable$Comparator","L35017","L103","titan-hadoop-parent\titan-hadoop-core\src\main\java\com\thinkaurelius\titan\hadoop\WeightedWritable.java","97","5","121","6","0","0","0","0","0","0","0","0","1","1","1","4","0","0","0","0","2","0.333333","0.478261","11","11","1","2","0.478261","11","0","0","0","0","0","12","25","0","0","0","0","2","0","2","0","2","4","0","2","0","12","25","0","0","0","0","2","0","2","0","2","4","0","2","0","0","0","3","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35240","TestSchemaProvider$MultiplicitySchemaProvider","com.thinkaurelius.titan.hadoop.TestSchemaProvider$MultiplicitySchemaProvider","L35236","L103","titan-hadoop-parent\titan-hadoop-core\src\test\java\com\thinkaurelius\titan\hadoop\TestSchemaProvider.java","18","5","59","6","0","0","0","0","0","0","0","0","0","4","1","13","5","0","0","0","6","0","0","0","0","0","5","0","0","1","1","0","0","1","35","42","2","5","2","5","6","0","4","0","6","22","0","4","0","35","42","2","5","2","5","6","0","4","0","6","22","0","4","0","0","0","15","5","10","0","0","9","0","0","0","0","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"L35321","HBaseStorageSetup$370708#","com.thinkaurelius.titan.HBaseStorageSetup$370708#","L35318","L103","titan-hbase-parent\titan-hbase-core\src\test\java\com\thinkaurelius\titan\HBaseStorageSetup.java","165","59","169","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35353","DaemonRunner<S extends Object>$384822#","com.thinkaurelius.titan.DaemonRunner$384822#","L35351","L103","titan-test\src\main\java\com\thinkaurelius\titan\DaemonRunner.java","79","35","83","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35391","OLAPTest$Degree","com.thinkaurelius.titan.olap.OLAPTest$Degree","L35369","L103","titan-test\src\main\java\com\thinkaurelius\titan\olap\OLAPTest.java","139","5","163","6","0","0","0","0","0","0","0","0","1","0","0","3","0","1","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","21","25","4","0","4","0","3","4","3","0","3","9","4","3","0","21","25","4","0","4","0","3","4","3","0","3","9","4","3","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L35443","OLAPTest$PageRank","com.thinkaurelius.titan.olap.OLAPTest$PageRank","L35369","L103","titan-test\src\main\java\com\thinkaurelius\titan\olap\OLAPTest.java","307","5","340","6","0","0","0","0","0","0","0","0","1","0","0","7","0","1","0","0","5","0","0","0","0","0","6","0","0","0","0","0","0","0","27","34","3","2","3","2","5","0","5","1","5","12","0","5","1","27","34","3","2","3","2","5","0","5","1","5","12","0","5","1","0","0","13","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"L35542","TestBed$479981#","com.thinkaurelius.titan.TestBed$479981#","L35539","L103","titan-test\src\main\java\com\thinkaurelius\titan\TestBed.java","59","111","64","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35546","TestBed$480001#","com.thinkaurelius.titan.TestBed$480001#","L35539","L103","titan-test\src\main\java\com\thinkaurelius\titan\TestBed.java","65","76","93","10","0","0","0","0","0","0","0","0","1","2","2","3","0","0","0","0","1","0","0.0625","1","0","0","2","0.0384615","1","0","0","0","0","0","15","17","1","0","1","0","1","0","1","0","1","7","0","1","0","25","29","2","0","2","0","2","0","2","0","2","11","0","2","0","0","0","10","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"L35595","TestByteBuffer$EdgeVertex$480916#","com.thinkaurelius.titan.TestByteBuffer$EdgeVertex$480916#","L35584","L103","titan-test\src\main\java\com\thinkaurelius\titan\TestByteBuffer.java","120","99","125","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L35764","GraphGenerator","com.thinkaurelius.titan.testutil.gen.GraphGenerator","L35760","L103","titan-test\src\main\java\com\thinkaurelius\titan\testutil\gen\GraphGenerator.java","43","1","196","2","0","0","0","0","0","0","0","0","5","1","1","10","4","0","0","0","6","0.285714","0.316832","32","27","2","5","0.344371","52","0","0","0","0","0","69","99","7","0","7","0","6","2","6","0","6","48","2","6","0","99","154","7","0","7","0","8","2","8","0","8","73","2","8","0","0","2","19","37","3","0","0","2","0","0","0","1","0","0","0","0","0","1","13","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","37","0","0"
"L12549","Schema","com.thinkaurelius.titan.testutil.gen.Schema","L35760","L103","titan-test\src\main\java\com\thinkaurelius\titan\testutil\gen\Schema.java","17","1","274","2","0","0","0","0","0","0","0","0","2","1","1","22","1","3","0","0","17","0","0.0409836","5","5","0","16","0.259091","57","0","0","0","0","0","117","150","18","14","18","14","17","5","15","0","17","66","5","15","0","163","258","25","14","25","14","26","5","24","7","26","85","5","24","7","0","0","53","36","5","0","0","0","0","0","0","1","0","0","0","0","0","1","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","13","0","0","0","35","0","0"
"L35918","JUnitBenchmarkProvider$TimeScaleConsumer","com.thinkaurelius.titan.testutil.JUnitBenchmarkProvider$TimeScaleConsumer","L35889","L103","titan-test\src\main\java\com\thinkaurelius\titan\testutil\JUnitBenchmarkProvider.java","256","5","281","6","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","3","0.25","0.173913","4","3","1","3","0.173913","4","0","0","0","0","0","19","26","1","0","1","0","3","0","3","0","3","8","0","3","0","19","26","1","0","1","0","3","0","3","0","3","8","0","3","0","0","0","10","4","1","0","0","0","0","0","0","1","0","0","1","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
