"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L33158","AbstractHadoopCompiler.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/AbstractHadoopCompiler.java","L33157","23","0","171","0","2","5","1615","0"
"L33159","IdentityMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/IdentityMap.java","L33157","3","0","49","0","3","10","1615","0"
"L30377","AbstractDistCacheConfigurer.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/job/AbstractDistCacheConfigurer.java","L30376","17","0","107","0","2","5","1077","0"
"L30378","JobClasspathConfigurer.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/job/JobClasspathConfigurer.java","L30376","1","0","6","0","2","2","1077","0"
"L30379","JobClasspathConfigurers.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/config/job/JobClasspathConfigurers.java","L30376","8","0","49","0","2","4","1077","0"
"L31418","TitanCassandraHadoopGraph.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/cassandra/TitanCassandraHadoopGraph.java","L31417","1","0","54","1","1","4","1615","0"
"L31419","TitanCassandraInputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/cassandra/TitanCassandraInputFormat.java","L31417","5","0","71","3","2","7","1615","0"
"L31420","TitanCassandraOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/cassandra/TitanCassandraOutputFormat.java","L31417","1","0","4","0","1","1","1615","0"
"L31421","TitanCassandraRecordReader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/cassandra/TitanCassandraRecordReader.java","L31417","3","0","65","3","2","7","1615","0"
"L31422","TitanCassandraWideRecordReader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/cassandra/TitanCassandraWideRecordReader.java","L31417","6","0","42","1","1","1","1615","0"
"L31605","EdgeListInputMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/EdgeListInputMapReduce.java","L31604","9","0","123","1","3","14","1615","0"
"L31606","EdgeListOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/EdgeListOutputFormat.java","L31604","1","0","13","0","3","6","1615","0"
"L31607","EdgeListRecordWriter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/EdgeListRecordWriter.java","L31604","3","0","46","0","3","6","1615","0"
"L31867","GraphSONInputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/graphson/GraphSONInputFormat.java","L31866","1","0","35","0","3","10","1615","0"
"L31868","GraphSONOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/graphson/GraphSONOutputFormat.java","L31866","1","0","13","0","3","8","1615","0"
"L31869","GraphSONRecordReader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/graphson/GraphSONRecordReader.java","L31866","2","0","53","0","3","12","1615","0"
"L31870","GraphSONRecordWriter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/graphson/GraphSONRecordWriter.java","L31866","2","0","36","0","3","8","1615","0"
"L31871","HadoopGraphSONUtility.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/graphson/HadoopGraphSONUtility.java","L31866","18","0","151","0","3","12","1615","0"
"L31993","TitanHBaseHadoopGraph.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/hbase/TitanHBaseHadoopGraph.java","L31992","1","0","52","0","1","3","1615","0"
"L31994","TitanHBaseInputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/hbase/TitanHBaseInputFormat.java","L31992","4","0","75","2","2","8","1077","0"
"L31995","TitanHBaseOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/hbase/TitanHBaseOutputFormat.java","L31992","1","0","4","0","1","1","1615","0"
"L31996","TitanHBaseRecordReader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/hbase/TitanHBaseRecordReader.java","L31992","3","0","66","2","2","6","1077","0"
"L32092","NoOpOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/noop/NoOpOutputFormat.java","L32091","1","0","13","0","3","6","1615","0"
"L32093","NoOpRecordWriter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/noop/NoOpRecordWriter.java","L32091","1","0","16","0","3","6","1615","0"
"L32113","ScriptConfig.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptConfig.java","L32112","1","0","12","0","1","3","1615","0"
"L32114","ScriptInputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptInputFormat.java","L32112","1","0","36","0","3","12","1615","0"
"L32115","ScriptOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptOutputFormat.java","L32112","1","0","14","0","3","12","1615","0"
"L32116","ScriptRecordReader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptRecordReader.java","L32112","6","0","81","0","3","14","1615","0"
"L32117","ScriptRecordWriter.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptRecordWriter.java","L32112","4","0","47","0","3","8","1615","0"
"L32197","LoaderScriptChecker.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/LoaderScriptChecker.java","L32196","8","0","61","0","1","2","1615","0"
"L32198","LoaderScriptWrapper.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/LoaderScriptWrapper.java","L32196","11","0","211","0","2","7","1077","0"
"L32199","SchemaInferencerMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/SchemaInferencerMapReduce.java","L32196","19","0","119","0","2","5","1077","0"
"L32200","TitanGraphOutputMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/TitanGraphOutputMapReduce.java","L32196","59","0","352","1","2","10","1615","0"
"L32201","TitanHadoopGraph.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/TitanHadoopGraph.java","L32196","16","0","128","1","1","5","1615","0"
"L32202","TitanInputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/TitanInputFormat.java","L32196","1","0","37","1","2","5","1077","0"
"L32203","TitanOutputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/TitanOutputFormat.java","L32196","2","0","45","0","1","3","1615","0"
"L32204","TitanSchemaAwareMapper.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/TitanSchemaAwareMapper.java","L32196","3","0","32","0","1","1","1615","0"
"L33184","BackFilterMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/BackFilterMapReduce.java","L33183","17","0","127","0","3","9","1615","0"
"L33185","CyclicPathFilterMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/CyclicPathFilterMap.java","L33183","9","0","74","1","3","11","1077","0"
"L33186","DuplicateFilterMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/DuplicateFilterMap.java","L33183","7","0","72","0","3","9","1615","0"
"L33187","FilterMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/FilterMap.java","L33183","8","0","66","1","3","11","1077","0"
"L33188","IntervalFilterMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/IntervalFilterMap.java","L33183","14","0","93","1","3","11","1077","0"
"L33189","PropertyFilterMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/PropertyFilterMap.java","L33183","22","0","99","1","3","11","1077","0"
"L33458","CommitEdgesMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/CommitEdgesMap.java","L33457","9","0","78","1","3","11","1077","0"
"L33459","CommitVerticesMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/CommitVerticesMapReduce.java","L33457","25","0","163","1","3","14","1077","0"
"L33460","GroupCountMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/GroupCountMapReduce.java","L33457","19","0","151","1","3","12","1077","0"
"L33461","LinkMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/LinkMapReduce.java","L33457","22","0","189","1","3","15","1077","0"
"L33462","ScriptMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/ScriptMap.java","L33457","6","0","74","1","3","8","1077","0"
"L33463","SideEffectMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/SideEffectMap.java","L33457","8","0","77","1","3","11","1077","0"
"L33464","ValueGroupCountMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/ValueGroupCountMapReduce.java","L33457","9","0","124","1","3","11","1077","0"
"L33846","EdgesMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/EdgesMap.java","L33845","4","0","52","1","3","11","1077","0"
"L33847","EdgesVerticesMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/EdgesVerticesMap.java","L33845","13","0","74","1","3","11","1077","0"
"L33848","OrderMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/OrderMapReduce.java","L33845","26","0","160","1","3","11","1077","0"
"L33849","PathMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/PathMap.java","L33845","8","0","72","1","3","11","1077","0"
"L33850","PropertyMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/PropertyMap.java","L33845","7","0","79","1","3","11","1077","0"
"L33851","PropertyMapMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/PropertyMapMap.java","L33845","7","0","74","1","3","11","1077","0"
"L33852","TransformMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/TransformMap.java","L33845","10","0","84","1","3","11","1077","0"
"L33853","VertexMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VertexMap.java","L33845","4","0","49","1","3","11","1077","0"
"L33854","VerticesEdgesMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VerticesEdgesMapReduce.java","L33845","19","0","142","0","3","11","1615","0"
"L33855","VerticesMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VerticesMap.java","L33845","3","0","45","1","3","10","1077","0"
"L33856","VerticesVerticesMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VerticesVerticesMapReduce.java","L33845","11","0","92","0","3","10","1615","0"
"L34301","CounterMap.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/CounterMap.java","L34300","2","0","12","0","2","3","53","0"
"L34302","CountMapReduce.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/CountMapReduce.java","L34300","7","0","98","1","3","10","1077","0"
"L34303","ElementChecker.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/ElementChecker.java","L34300","4","0","23","0","3","5","1615","0"
"L34304","ElementPicker.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/ElementPicker.java","L34300","13","0","66","0","3","8","1615","0"
"L34305","EmptyConfiguration.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/EmptyConfiguration.java","L34300","1","0","17","0","2","3","53","0"
"L34306","SafeMapperOutputs.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/SafeMapperOutputs.java","L34300","3","0","28","1","3","5","1077","0"
"L34307","SafeReducerOutputs.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/SafeReducerOutputs.java","L34300","3","0","28","1","3","5","1077","0"
"L34308","WritableComparators.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/WritableComparators.java","L34300","1","0","49","0","2","3","53","0"
"L34309","WritableHandler.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/mapreduce/util/WritableHandler.java","L34300","36","0","145","0","2","3","53","0"
"L34761","Console.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/Console.java","L34760","11","0","84","4","3","10","1615","0"
"L34762","ConsolePreferenceChangeListener.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/ConsolePreferenceChangeListener.java","L34760","6","0","48","1","1","1","1615","0"
"L34763","FaunusGremlinScriptEngine.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/FaunusGremlinScriptEngine.java","L34760","3","0","31","0","4","5","1077","0"
"L34764","FaunusGremlinScriptEngineFactory.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/FaunusGremlinScriptEngineFactory.java","L34760","7","0","63","0","3","6","1615","0"
"L34765","Imports.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/Imports.java","L34760","1","0","60","2","3","7","1077","0"
"L34766","InlineScriptExecutor.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/InlineScriptExecutor.java","L34760","13","0","57","0","2","3","53","0"
"L34767","ResultHookClosure.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/ResultHookClosure.java","L34760","14","0","104","3","3","12","1615","0"
"L34768","ScriptExecutor.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/ScriptExecutor.java","L34760","5","0","32","0","3","5","1077","0"
"L34769","Version.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/Version.java","L34760","1","0","8","0","3","6","1615","0"
"L31699","Crc64.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/Crc64.java","L31698","2","0","27","0","3","4","1077","0"
"L31700","RDFBlueprintsHandler.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/RDFBlueprintsHandler.java","L31698","26","0","194","0","3","14","1615","0"
"L31701","RDFConfig.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/RDFConfig.java","L31698","1","0","56","0","1","3","1615","0"
"L31702","RDFInputFormat.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/RDFInputFormat.java","L31698","1","0","40","1","3","16","1077","0"
"L31703","RDFRecordReader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/RDFRecordReader.java","L31698","4","0","54","0","3","8","1615","0"
"L32209","SystemTypeInspector.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/input/SystemTypeInspector.java","L32208","1","0","7","0","1","1","1615","0"
"L32210","TitanHadoopSetup.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/input/TitanHadoopSetup.java","L32208","1","0","13","0","1","1","1615","0"
"L32211","TitanHadoopSetupCommon.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/input/TitanHadoopSetupCommon.java","L32208","1","0","19","1","2","3","1077","0"
"L32212","VertexReader.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/input/VertexReader.java","L32208","1","0","5","0","1","1","1615","0"
"L32215","TitanHadoopSetupImpl.java","titan-hadoop-parent/titan-hadoop-core/src/main/java/com/thinkaurelius/titan/hadoop/formats/util/input/current/TitanHadoopSetupImpl.java","L32214","8","0","96","1","1","2","1615","0"
"L29502","BaseTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/BaseTest.java","L29501","33","0","290","0","3","10","1615","0"
"L29503","BaseTestNG.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/BaseTestNG.java","L29501","33","0","279","0","1","3","1615","0"
"L29504","CassandraESReindexTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/CassandraESReindexTest.java","L29501","7","0","149","0","2","10","1615","0"
"L29505","CassandraReindexTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/CassandraReindexTest.java","L29501","9","0","190","0","2","12","1615","0"
"L29506","FaunusEdgeTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/FaunusEdgeTest.java","L29501","1","0","81","0","2","7","1077","0"
"L29507","FaunusElementTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/FaunusElementTest.java","L29501","6","0","122","0","2","6","1615","0"
"L29508","FaunusVertexTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/FaunusVertexTest.java","L29501","18","0","364","0","2","7","1077","0"
"L29509","HadoopPipelineTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/HadoopPipelineTest.java","L29501","8","0","132","2","3","8","1615","0"
"L29510","HolderTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/HolderTest.java","L29501","1","0","37","0","3","7","1615","0"
"L29511","TestSchemaProvider.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/TestSchemaProvider.java","L29501","8","0","44","0","2","2","1615","0"
"L29512","WeightedWritableTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/WeightedWritableTest.java","L29501","1","0","28","0","2","3","53","0"
"L29513","WritableHandlerTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/WritableHandlerTest.java","L29501","5","0","102","0","2","3","53","0"
"L30304","HadoopConfigurationTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/config/HadoopConfigurationTest.java","L30303","1","0","10","0","1","2","1615","0"
"L31412","EdgeCopyMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/EdgeCopyMapReduceTest.java","L31411","5","0","64","0","3","7","1615","0"
"L31413","InverterTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/InverterTest.java","L31411","3","0","42","0","2","4","1615","0"
"L31414","TitanOutputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/TitanOutputFormatTest.java","L31411","11","0","374","1","3","14","1615","0"
"L31415","VertexQueryFilterTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/VertexQueryFilterTest.java","L31411","6","0","87","0","3","8","1615","0"
"L33009","HDFSToolsTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/hdfs/HDFSToolsTest.java","L33008","2","0","27","0","2","3","53","0"
"L33161","HadoopCompilerTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/HadoopCompilerTest.java","L33160","1","0","6","0","3","5","1615","0"
"L33162","IdentityMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/IdentityMapTest.java","L33160","5","0","61","0","3","8","1615","0"
"L33163","MemoryMapperTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/MemoryMapperTest.java","L33160","1","0","10","0","2","3","53","0"
"L35233","HadoopCoreTests.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/testcategory/HadoopCoreTests.java","L35232","1","0","2","0","2","3","1615","0"
"L31424","TitanCassandraInputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/cassandra/TitanCassandraInputFormatTest.java","L31423","1","0","69","1","2","3","1077","0"
"L31425","TitanCassandraOutputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/cassandra/TitanCassandraOutputFormatTest.java","L31423","3","0","83","1","1","2","1615","0"
"L31609","EdgeListInputMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/edgelist/EdgeListInputMapReduceTest.java","L31608","1","0","121","0","3","8","1615","0"
"L31610","EdgeListOutputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/edgelist/EdgeListOutputFormatTest.java","L31608","1","0","9","0","2","3","53","0"
"L31873","GraphSONInputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/graphson/GraphSONInputFormatTest.java","L31872","1","0","9","0","2","3","53","0"
"L31874","GraphSONOutputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/graphson/GraphSONOutputFormatTest.java","L31872","1","0","9","0","2","3","53","0"
"L31875","GraphSONRecordReaderTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/graphson/GraphSONRecordReaderTest.java","L31872","4","0","69","0","3","8","1615","0"
"L31876","HadoopGraphSONUtilityTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/graphson/HadoopGraphSONUtilityTest.java","L31872","5","0","99","0","3","9","1615","0"
"L31998","TitanHBaseInputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/hbase/TitanHBaseInputFormatTest.java","L31997","1","0","8","0","1","1","1615","0"
"L31999","TitanHBaseOutputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/hbase/TitanHBaseOutputFormatTest.java","L31997","1","0","35","0","1","1","1615","0"
"L32095","NoOpOutputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/noop/NoOpOutputFormatTest.java","L32094","1","0","9","0","2","3","53","0"
"L32119","ScriptInputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptInputFormatTest.java","L32118","1","0","9","0","2","3","53","0"
"L32120","ScriptOutputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptOutputFormatTest.java","L32118","1","0","9","0","2","3","53","0"
"L32121","ScriptRecordReaderTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptRecordReaderTest.java","L32118","7","0","40","0","3","8","1615","0"
"L32122","ScriptRecordWriterTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/script/ScriptRecordWriterTest.java","L32118","6","0","37","0","3","7","1615","0"
"L32206","GraphFactoryTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/util/GraphFactoryTest.java","L32205","1","0","6","0","1","1","1615","0"
"L33191","BackFilterMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/BackFilterMapReduceTest.java","L33190","4","0","95","0","3","6","1615","0"
"L33192","CyclicPathFilterMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/CyclicPathFilterMapTest.java","L33190","1","0","86","0","3","8","1615","0"
"L33193","DuplicateFilterMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/DuplicateFilterMapTest.java","L33190","7","0","114","0","3","8","1615","0"
"L33194","FilterMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/FilterMapTest.java","L33190","4","0","56","0","3","8","1615","0"
"L33195","IntervalFilterMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/IntervalFilterMapTest.java","L33190","4","0","55","0","3","8","1615","0"
"L33196","PropertyFilterMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/filter/PropertyFilterMapTest.java","L33190","4","0","87","0","3","8","1615","0"
